045890,GV,q
045970,코아시아홀딩스,q
046070,코다코,q
046110,한일네트웍스,q
046120,오르비텍,q
046140,SBS콘텐츠허브,q
046210,파나진,q
046310,백금T&A,q
046390,삼화네트웍스,q
046440,KG모빌리언스,q
046890,서울반도체,q
046940,우원개발,q
046970,우리로,q
047040,대우건설,p
047050,포스코대우,p
047080,한빛소프트,q
047310,파워로직스,q
047400,유니온머티리얼,p
047560,이스트소프트,q
047770,코데즈컴바인,q
047810,한국항공우주,p
047820,초록뱀,q
047920,씨트리,q
048260,오스템임플란트,q
048410,현대바이오,q
048430,유라테크,q
048470,대동스틸,q
048530,인트론바이오,q
048550,SM C&C,q
048770,TPC,q
048830,엔피케이,q
048870,시너지이노베이션,q
048910,대원미디어,q
049070,인탑스,q
049080,기가레인,q
049120,파인디앤씨,q
049180,셀루메드,q
049430,코메론,q
049470,SGA,q
049480,오픈베이스,q
049520,유아이엘,q
049550,잉크테크,q
049630,재영솔루텍,q
049720,고려신용정보,q
049770,동원F&B,p
049800,우진플라임,p
049830,승일,q
049950,미래컴퍼니,q
049960,쎌바이오텍,q
050090,휘닉스소재,q
050110,캠시스,q
050120,라이브플렉스,q
050540,한국코퍼레이션,q
050760,에스폴리텍,q
050860,아세아텍,q
050890,쏠리드,q
050960,수산아이앤티,q
051160,지어소프트,q
051360,토비스,q
051370,인터플렉스,q
051380,피씨디렉트,q
051390,YW,q
051490,나라엠앤디,q
051500,CJ프레시웨이,q
051600,한전KPS,p
051630,진양화학,p
051780,큐로홀딩스,q
051900,LG생활건강,p
051905,LG생활건강우,p
051910,LG화학,p
051915,LG화학우,p
051980,중앙리빙테크,q
052020,에스티큐브,q
052190,이에스에이,q
052220,iMBC,q
052260,SK바이오랜드,q
052300,W홀딩컴퍼니,q
052330,코텍,q
052400,코나아이,q
052420,오성첨단소재,q
052460,아이크래프트,q
052600,한네트,q
052670,제일바이오,q
052690,한전기술,p
052710,아모텍,q
052790,액토즈소프트,q
052860,아이앤씨,q
052900,KMH하이텍,q
053030,바이넥스,q
053050,지에스이,q
053060,세동,q
053110,소리바다,q
053160,프리엠스,q
053210,스카이라이프,p
053260,금강철강,q
053270,구영테크,q
053280,예스24,q
053290,NE능률,q
053300,한국정보인증,q
053350,이니텍,q
053450,세코닉스,q
053580,웹케시,q
053590,한국테크놀로지,q
053610,프로텍,q
053620,태양,q
053660,현진소재,q
053690,한미글로벌,p
053700,삼보모터스,q
053800,안랩,q
053980,오상자이엘,q
054040,한국컴퓨터,q
054050,농우바이오,q
054090,삼진엘앤디,q
054180,중앙오션,q
054210,이랜텍,q
054220,비츠로시스,q
054300,팬스타엔터프라이즈,q
054410,케이피티유,q
054450,텔레칩스,q
054540,삼영엠텍,q
054620,APS홀딩스,q
054630,에이디칩스,q
054670,대한뉴팜,q
054780,키이스트,q
054800,아이디스홀딩스,q
054920,한컴시큐어,q
054930,유신,q
054940,엑사이엔씨,q
054950,제이브이엠,q
055490,테이팩스,p
055550,신한지주,p
056000,신스타임즈,q
056080,유진로봇,q
056090,유앤아이,q
056190,에스에프에이,q
056360,코위버,q
056700,신화인터텍,q
056730,포스링크,q
057030,와이비엠넷,q
057050,현대홈쇼핑,p
057500,SKC 솔믹스,q
057540,옴니시스템,q
057680,옴니텔,q
057880,토필드,q
058110,멕아이씨에스,q
058220,아리온,q
058400,KNN,q
058420,제이웨이,q
058430,포스코강판,p
058450,일야,q
058470,리노공업,q
058530,슈펙스비앤피,q
058610,에스피지,q
058630,엠게임,q
058650,세아홀딩스,p
058730,다스코,p
058820,CMG제약,q
058850,KTcs,p
058860,케이티스,p
059090,미코,q
059100,아이컴포넌트,q
059120,아진엑스텍,q
059210,메타바이오메드,q
060150,인선이엔티,q
060230,이그잭스,q
060240,룽투코리아,q
060250,NHN한국사이버결제,q
